left,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19
ovx,0.5914959,0.6443063,0.8831557,0.80380595,0.8991743,0.5399457,0.75968826,0.67206293,0.8279821,0.7281756,0.912472,0.8906381,0.7847781,0.8993677,0.8591783,0.47048882,0.841447,0.8460258,0.88130915,0.6465277
owd,0.6573148,0.67658854,0.7868079,0.67045766,0.82202286,0.8711544,0.8287151,0.84745145,0.44754097,0.7891446,0.8666545,0.5923255,0.6343622,0.7045162,0.851111,0.6674298,0.87600607,0.8408109,0.6790018,0.7488952
owu,0.84847754,0.68902564,0.86480284,0.8264148,0.8408527,0.8586136,0.680218,0.8878306,0.7539781,0.874603,0.92870176,0.7228473,0.9109346,0.8783102,0.8794682,0.8762061,0.91442484,0.73498434,0.8699758,0.8547166
oxd,0.6306151,0.65533495,0.6699181,0.6226724,0.7444589,0.8469834,0.5538577,0.73171246,0.74057335,0.57536566,0.6406564,0.63945186,0.7775254,0.68655026,0.7145547,0.68004215,0.8183331,0.7627237,0.5956752,0.6938663
oxj,0.84938794,0.91833496,0.8585542,0.8932951,0.7888841,0.8633478,0.8707638,0.84272575,0.9037677,0.9288909,0.85829073,0.9153773,0.8130186,0.65327793,0.75213945,0.85087174,0.5257952,0.8877103,0.8250854,0.8666357
oxm,0.8092356,0.79830277,0.7630028,0.84037566,0.8116211,0.84480226,0.79324883,0.83992136,0.8138266,0.81529033,0.8650006,0.80385315,0.83179975,0.8327457,0.76138145,0.8326263,0.83903646,0.77507234,0.78462124,0.77574944
oxo,0.89218295,0.8044571,0.7053986,0.6450854,0.6944408,0.71184486,0.7601559,0.7634132,0.64938617,0.68792254,0.67405576,0.82429624,0.77445257,0.6597978,0.6500484,0.86333746,0.741152,0.85328716,0.79903305,0.82025206
oxt,0.8212703,0.7037714,0.7124131,0.7987542,0.77285594,0.71776134,0.8771365,0.7571805,0.7611896,0.8768809,0.8138481,0.78256917,0.83496106,0.76687205,0.81715196,0.79565424,0.85639054,0.6554946,0.81705946,0.83684456
oxu,0.72697,0.7023242,0.7456386,0.69221574,0.7836596,0.729675,0.6707251,0.534864,0.7409376,0.8213067,0.7610595,0.7657482,0.7456955,0.6954344,0.70641255,0.72197425,0.75388783,0.6509176,0.74785733,0.7613451
oyl,0.8946168,0.9034214,0.8207881,0.85227823,0.7717575,0.511424,0.8786393,0.90657246,0.91673553,0.84352845,0.7035634,0.6921644,0.85970634,0.9214879,0.7788725,0.8291464,0.90831536,0.89498776,0.77032036,0.8304688
oyr,0.87938285,0.74823344,0.8624767,0.87387705,0.8624267,0.82630277,0.7969622,0.81834745,0.8617385,0.7093705,0.7459729,0.8197225,0.7708722,0.89534664,0.8539767,0.71558356,0.6502643,0.7608268,0.78242135,0.81787974
ozj,0.8839633,0.8512578,0.89933157,0.8606268,0.73527336,0.78927326,0.8810984,0.69578844,0.87862945,0.8573902,0.7846028,0.885193,0.77139145,0.86594456,0.4776348,0.7290946,0.8316942,0.73539263,0.8566644,0.63817924
pag,0.8755834,0.83681005,0.8417469,0.7366483,0.77763414,0.526913,0.8045325,0.8529906,0.81842124,0.7880386,0.7441764,0.8575416,0.819341,0.8505476,0.8328649,0.87689614,0.7810067,0.7904897,0.7141923,0.8015039
pam,0.8112268,0.78406715,0.71219885,0.83077043,0.72926956,0.87019944,0.8976569,0.75924927,0.7357635,0.7147124,0.75615,0.9563115,0.7644033,0.9630349,0.7604496,0.8284046,0.92778647,0.745365,0.92400134,0.58094215
pan,0.82136595,0.7335839,0.8174706,0.6451593,0.766956,0.77799016,0.6697892,0.7915894,0.8051722,0.8243012,0.7952384,0.7708718,0.7792185,0.7950446,0.8065026,0.81506336,0.80007184,0.84599257,0.76371837,0.79393744
pau,0.741076,0.6739904,0.6838678,0.71752155,0.71762955,0.7349877,0.58633876,0.78925955,0.6076853,0.6956035,0.7301635,0.7308384,0.77943003,0.656216,0.77908534,0.7409718,0.7352062,0.7818427,0.74386966,0.7820054
pbb,0.837901,0.720618,0.79070187,0.28661516,0.7628114,0.83021927,0.8802205,0.7657326,0.73697823,0.9138436,0.89855254,0.63815343,0.8999926,0.844093,0.8180173,0.8926789,0.74158067,0.74376005,0.87602496,0.7470001
pbn,0.9449184,0.7998261,0.81608313,0.49808818,0.9892354,0.94300115,0.9506858,0.98041517,0.8588469,0.8978494,0.85710627,0.563838,0.815216,0.68261445,0.66930693,0.57712305,0.70457006,0.9018923,0.4782268,0.919983
pcf,0.76584136,0.7103631,0.79947054,0.8498804,0.8537413,0.81596637,0.73588806,0.6444905,0.62155914,0.87003803,0.83102024,0.7927228,0.73938173,0.8197651,0.8362293,0.70946515,0.8272023,0.6191961,0.8550624,0.87375873
pcp,0.92759746,0.39784342,0.66847265,0.87323534,0.57088953,0.87104857,0.9493352,0.89864624,0.54288936,0.5993401,0.74847037,0.7641862,0.9045626,0.7242527,0.8917413,0.27997172,0.84193385,0.82035804,0.7485862,0.82117736
pdm,0.6953914,0.8226986,0.760244,0.8390524,0.76452315,0.8791337,0.60296357,0.84150386,0.78813004,0.8390604,0.7177765,0.7588468,0.82240427,0.80260354,0.6736311,0.70435756,0.6835981,0.8026611,0.76721555,0.7230683
pdo,0.82090867,0.30682772,0.79872566,0.5068929,0.83578503,0.8212543,0.53137267,0.80243546,0.87262684,0.86377203,0.56644154,0.86721087,0.64201564,0.7577692,0.79288447,0.84609234,0.6555334,0.86513805,0.752875,0.7989846
peb,0.85683674,0.9094704,0.9226321,0.8562826,0.9063828,0.7464972,0.8095375,0.84739286,0.9009423,0.9038808,0.5847045,0.7980576,0.8719443,0.7344239,0.90772915,0.67940444,0.8790189,0.7386304,0.8021905,0.83300936
pee,0.70944846,0.8607917,0.8115137,0.7850448,0.8397505,0.81838834,0.8040769,0.6886483,0.68516546,0.7316007,0.81743264,0.75895226,0.77466065,0.6847716,0.809026,0.55919355,0.8055433,0.52308476,0.72771555,0.6356434
peg,0.75221056,0.7616647,0.62001467,0.62167937,0.731823,0.75524485,0.755301,0.55663896,0.76234525,0.7589492,0.7255876,0.68870825,0.6839037,0.76482546,0.8167938,0.7387139,0.7543171,0.6795703,0.8273272,0.8074353
peo,0.8731645,0.9690553,0.7790872,0.8880557,0.9533206,0.85184216,0.7336954,0.9570763,0.9281706,0.92212796,0.957239,0.9508435,0.9069859,0.8948466,0.89409536,0.7895392,0.9421511,0.5758774,0.8582829,0.9697326
peq,0.8803564,0.83268225,0.88357735,0.8781164,0.90350085,0.8633052,0.68780196,0.7052991,0.8978561,0.57538867,0.891909,0.8472738,0.89725965,0.8711642,0.8634248,0.7154388,0.83580756,0.6961381,0.7592888,0.8634804
pev,0.6791849,0.70928186,0.83914524,0.8375568,0.79594874,0.8036519,0.42840132,0.80506176,0.84271836,0.80575967,0.5136763,0.79617155,0.7987466,0.5269714,0.8111111,0.7160332,0.84636664,0.8383289,0.78764725,0.78226846
pfc,0.79910475,0.8183433,0.7468216,0.6794523,0.86335254,0.8551731,0.75841224,0.83295596,0.7313161,0.7528983,0.77295244,0.84068716,0.82716805,0.8388267,0.808058,0.7927854,0.7303625,0.74739146,0.714606,0.7956246
pfw,0.7742101,0.6628766,0.8632141,0.8667499,0.76275223,0.8723359,0.6644211,0.8918754,0.81550205,0.8164027,0.7992115,0.8529037,0.6785073,0.7433962,0.8730616,0.7926321,0.64925396,0.8264984,0.81445456,0.8776153
pfx,0.93491566,0.6013712,0.7891043,0.7864065,0.8666567,0.91037,0.82276523,0.9018049,0.8168354,0.64233565,0.79395497,0.9245069,0.83266264,0.8212906,0.8635958,0.93559635,0.65853316,0.8537414,0.7797954,0.7604106
pgc,0.84189385,0.90360606,0.7776512,0.7770193,0.8686154,0.827368,0.7435732,0.73889375,0.5628424,0.88543874,0.8711012,0.867512,0.65141386,0.8030312,0.9184909,0.45315078,0.8977277,0.36499313,0.8378239,0.9015162
pgk,0.80893445,0.77777916,0.80092996,0.8736087,0.86323994,0.90614885,0.834909,0.76558495,0.7817158,0.6701699,0.7502274,0.77019,0.82706285,0.7549894,0.78410673,0.85137945,0.7753869,0.79942894,0.7702409,0.7916568
pgn,0.8748585,0.64814174,0.58224237,0.7999183,0.6757526,0.9162934,0.8506187,0.81954074,0.8844295,0.5910065,0.76292384,0.7743977,0.85043126,0.90124565,0.8484031,0.74106014,0.89010507,0.87391746,0.48867935,0.61583304
pgz,0.58305854,0.6373063,0.56693894,0.6536861,0.6422035,0.6684963,0.8019277,0.6886684,0.6940749,0.533604,0.67371684,0.7288275,0.8454936,0.620636,0.70809066,0.75545275,0.69112563,0.6960134,0.72384536,0.692002
phe,0.718642,0.7203337,0.83674735,0.7265479,0.7285643,0.8089821,0.87148416,0.7212221,0.6182736,0.76759434,0.8296637,0.83905727,0.8339231,0.7592771,0.66594094,0.6296431,0.83099043,0.81673115,0.53151304,0.83533454
phj,0.90269315,0.780222,0.92534286,0.9178742,0.81878877,0.793214,0.9194862,0.91125596,0.8813028,0.7867373,0.84329826,0.8893534,0.83483344,0.8926756,0.89095426,0.9190953,0.84618455,0.770727,0.8650574,0.9155439
phl,0.7367122,0.6938184,0.604889,0.7535844,0.79974395,0.7982285,0.84641325,0.6709125,0.7671031,0.7682669,0.82332176,0.7628694,0.8091396,0.85006976,0.7096974,0.7614877,0.7742713,0.7196855,0.73076254,0.764173
pho,0.75293344,0.70640767,0.8055737,0.6943854,0.81812596,0.79328316,0.5481542,0.53062224,0.7432927,0.6952101,0.6846337,0.7272978,0.7541605,0.703582,0.76413035,0.8149354,0.8183738,0.70610434,0.7953257,0.6990196
phs,0.82394254,0.73820055,0.59659874,0.7798791,0.8890363,0.77697146,0.796056,0.5985205,0.77501196,0.56368035,0.6089509,0.82770973,0.6828588,0.8679208,0.7418938,0.8189825,0.8367621,0.65935314,0.77673465,0.7978919
phz,0.7116614,0.8230032,0.628869,0.8577954,0.7757901,0.766432,0.7771644,0.88998574,0.89244395,0.8166492,0.8916532,0.79928005,0.84233016,0.6634992,0.8528983,0.895916,0.73422337,0.8408081,0.9055357,0.7078049
pip,0.56983393,0.6263869,0.6274415,0.8132694,0.75350034,0.68549424,0.60975707,0.64917487,0.68465877,0.6433448,0.57979745,0.5916365,0.63845205,0.6858597,0.6529442,0.6479612,0.71364886,0.61741495,0.81637573,0.6725569
piq,0.76954585,0.82110685,0.82592213,0.8614864,0.777165,0.86489975,0.8879161,0.8391213,0.81820554,0.8478645,0.5758401,0.8633348,0.8339516,0.8241443,0.67391264,0.87163293,0.8674253,0.8559954,0.8451416,0.7915894
pis,0.60075235,0.8289736,0.62946355,0.620986,0.73828673,0.7372645,0.7233944,0.67149526,0.6851958,0.61307335,0.76129293,0.64508045,0.66946507,0.7429081,0.7098311,0.6713719,0.7363529,0.6673876,0.7269012,0.728964
pjh,0.65328854,0.5380278,0.6981206,0.6628252,0.67243314,0.68152845,0.7043416,0.70653886,0.72600925,0.63245517,0.5817402,0.67217374,0.63077444,0.6112825,0.71122926,0.7108195,0.60043097,0.6289469,0.65756255,0.70401037
pki,0.7846905,0.83427227,0.88496155,0.74887913,0.92933404,0.87900335,0.66212434,0.73471963,0.83822435,0.8622892,0.8582242,0.66085064,0.8984773,0.8913559,0.849012,0.7610272,0.57754886,0.9047333,0.7983522,0.5722684
pkw,0.88093823,0.75771886,0.90333265,0.71241444,0.8822247,0.81490266,0.8191595,0.763331,0.89149666,0.6028728,0.83868074,0.90338886,0.8167863,0.7799529,0.84166354,0.89041317,0.85171825,0.8052597,0.91137254,0.71977836
pla,0.5606113,0.5784683,0.65020275,0.7313273,0.7711347,0.75685906,0.59025097,0.816655,0.5143896,0.61671877,0.7781539,0.6081483,0.6666928,0.69142115,0.7899563,0.5749608,0.63428956,0.54028845,0.6340227,0.5856664
ple,0.7867083,0.87597454,0.71117806,0.7614831,0.7155598,0.74011403,0.6785313,0.69751793,0.7853543,0.6989664,0.827,0.638287,0.7238787,0.7668545,0.7915009,0.6546285,0.8052478,0.70257777,0.7553812,0.7156718
plu,0.75265944,0.7869887,0.77471364,0.7991471,0.7268989,0.84562,0.75376505,0.8176885,0.7920634,0.8067728,0.80121624,0.80515766,0.81417215,0.771713,0.60673964,0.83451325,0.6211182,0.7271923,0.68746877,0.83810955
plx,0.6982872,0.6507241,0.7148209,0.70982975,0.70593274,0.73351467,0.7575732,0.70350903,0.67418873,0.6318179,0.6904727,0.5618171,0.6024421,0.7854507,0.6353575,0.74858886,0.64557374,0.64185524,0.6512345,0.67159957
pnj,0.68845356,0.80723685,0.7855132,0.9014159,0.851501,0.7871369,0.872537,0.8454884,0.81017435,0.89959866,0.7790384,0.8822345,0.871158,0.78567123,0.7356842,0.8701361,0.88977885,0.8105729,0.78664684,0.8752065
pno,0.7557943,0.80540484,0.69421566,0.6767738,0.8217367,0.5033595,0.8213427,0.7830119,0.7748781,0.7354123,0.82288563,0.7520927,0.813967,0.7697007,0.8118197,0.825906,0.7911755,0.8164878,0.7168482,0.80738235
pnv,0.68991506,0.81880385,0.81237644,0.7920354,0.81178874,0.6760663,0.71488965,0.80521166,0.7727623,0.8172417,0.76193696,0.75841254,0.8387485,0.7867801,0.7952527,0.7442131,0.74829376,0.6958952,0.76367384,0.84920913
poa,0.9122421,0.78651035,0.8535196,0.90010345,0.8744377,0.669424,0.7755319,0.87061465,0.90412235,0.8522623,0.6490933,0.7900285,0.89125085,0.86842537,0.92710596,0.8301905,0.8281585,0.85033613,0.87031853,0.5051836
poo,0.72072935,0.829072,0.837293,0.6090043,0.6443153,0.7836019,0.6341662,0.82911736,0.72868866,0.66306084,0.6850318,0.7778563,0.80763644,0.814612,0.6563618,0.8553049,0.784942,0.77992594,0.8583302,0.7959931
pou,0.7696087,0.82839954,0.706695,0.8077915,0.7854306,0.8002711,0.8142257,0.81708944,0.78139323,0.7314419,0.70891213,0.7780168,0.9196227,0.7437571,0.8111132,0.7959165,0.7971952,0.84672457,0.72887427,0.8118325
pph,0.7914781,0.9205589,0.908576,0.7331703,0.9180817,0.8547934,0.81362486,0.6871035,0.43091086,0.8593655,0.9240689,0.8730266,0.6773153,0.8213567,0.80556303,0.84680164,0.89447933,0.8476895,0.6197045,0.8899758
ppi,0.8304271,0.87073076,0.8506379,0.87005574,0.73244834,0.6845481,0.79110396,0.58156574,0.90685976,0.8590996,0.8611294,0.8616276,0.8486455,0.8495006,0.85898495,0.7414757,0.80437046,0.8755911,0.8076228,0.7711526
ppy,0.6193702,0.6787324,0.7236569,0.7235459,0.5899016,0.8058546,0.7058727,0.68171203,0.7615887,0.7503035,0.6066234,0.8237697,0.7073016,0.8230839,0.8186101,0.83692867,0.7332796,0.65023154,0.62244064,0.82926524
pqe,0.5670007,0.6995223,0.6688766,0.70348465,0.7445874,0.62176543,0.7799275,0.59791255,0.62307245,0.63713944,0.66934323,0.60784066,0.6221371,0.7550134,0.7826491,0.84265983,0.6013608,0.71930623,0.79294527,0.8183483
pql,0.54428405,0.8243355,0.39044473,0.4450033,0.45599127,0.7288564,0.37617177,0.58040845,0.55117816,0.56029737,0.54694724,0.60648495,0.6161093,0.54819554,0.5474802,0.5899616,0.62521684,0.49154755,0.48677307,0.5367237
prc,0.80020416,0.6030745,0.8710834,0.5744967,0.87996984,0.75053775,0.8885561,0.8904264,0.890281,0.80472016,0.80420136,0.8236178,0.69868845,0.76119554,0.74785864,0.87114936,0.59472215,0.76470554,0.8149975,0.7598598
prp,0.7945032,0.7437356,0.76756626,0.5016016,0.6994316,0.8268564,0.6967852,0.79836226,0.749157,0.84052783,0.79216975,0.6227908,0.79831207,0.6263511,0.8310699,0.7980899,0.7847443,0.86840355,0.7518901,0.78789365
psp,0.8185624,0.8757884,0.86788857,0.74019814,0.81064975,0.86238074,0.8486741,0.8575568,0.60450137,0.8364241,0.7567068,0.8605211,0.7368401,0.54276973,0.8759623,0.8479088,0.7877271,0.8246997,0.75457716,0.8278339
psr,0.7145332,0.71945703,0.7698069,0.6706686,0.7387742,0.74708045,0.6675596,0.73810905,0.64069974,0.73609906,0.6374532,0.923476,0.69720674,0.70637405,0.728411,0.6772619,0.78988504,0.7435115,0.64563876,0.7871111
psy,0.78388005,0.8330923,0.89764977,0.7234553,0.69705933,0.7969975,0.7182323,0.7546871,0.60104233,0.84193605,0.72824657,0.8130536,0.7461477,0.7825321,0.72095126,0.83501154,0.870039,0.8277193,0.7430115,0.8264185
pta,0.69322145,0.80213475,0.8762104,0.67921036,0.88812745,0.8262268,0.5811978,0.7077675,0.92520154,0.7747235,0.9099113,0.7700601,0.849006,0.8290749,0.91530895,0.84056336,0.93605393,0.59363574,0.8523344,0.9141443
ptj,0.681643,0.7104913,0.7987384,0.6651964,0.6683769,0.6781211,0.7662616,0.759007,0.7785567,0.72957116,0.84369856,0.7620318,0.7619732,0.699556,0.7476007,0.76107556,0.7057784,0.77052313,0.76822513,0.731913
pto,0.8854909,0.75619864,0.7322802,0.5288406,0.9741503,0.9215418,0.8925649,0.8627043,0.7650736,0.8608317,0.9110433,0.79119706,0.9104583,0.9593266,0.7937288,0.74122345,0.5934091,0.54181296,0.8466335,0.57892334
ptq,0.6539486,0.67242295,0.6950697,0.6717071,0.6570548,0.6042724,0.693653,0.7636286,0.6905033,0.6900215,0.55073225,0.71140206,0.6564836,0.76133734,0.6437279,0.70271885,0.75656056,0.580762,0.59660107,0.6348838
ptw,0.6910545,0.5918773,0.8732406,0.8074404,0.6953285,0.71879315,0.6676564,0.66341794,0.67787695,0.6233476,0.62168795,0.8084631,0.7045068,0.7490469,0.64195794,0.8078852,0.65925324,0.6791273,0.6794017,0.6725309
puq,0.76440823,0.78494126,0.81605756,0.6029595,0.6736505,0.85953987,0.81544745,0.8327243,0.75090736,0.7586051,0.7976435,0.74836826,0.8517847,0.7633604,0.80425817,0.81659317,0.86804116,0.8225589,0.7711476,0.8091178
pvc,0.85376316,0.7291477,0.6797156,0.7848638,0.6938549,0.6998338,0.72356355,0.7116232,0.7064386,0.6884798,0.70726436,0.7527691,0.851802,0.6784147,0.8714675,0.6732995,0.7481623,0.6914097,0.7558887,0.72880846
pvk,0.74533814,0.8111182,0.73283005,0.81379366,0.7846468,0.7748678,0.81087095,0.7269707,0.80317944,0.78443444,0.76691383,0.7426495,0.8276868,0.7351719,0.84128153,0.714366,0.84166706,0.79694706,0.6806575,0.7463553
pvl,0.7880863,0.7761688,0.7241095,0.82188785,0.79154265,0.7459893,0.7770417,0.667018,0.838184,0.6646277,0.79126084,0.7728738,0.74061763,0.73338485,0.8180013,0.7649524,0.79124,0.78085643,0.77935964,0.7798482
pvo,0.6023268,0.54126084,0.63484913,0.69670063,0.79085094,0.79419863,0.4903112,0.7071133,0.6145059,0.5523348,0.7465091,0.76661056,0.68859106,0.5342696,0.5487896,0.74029315,0.64304745,0.6167402,0.67782176,0.5762822
pvv,0.7114134,0.593603,0.8721459,0.83126503,0.638586,0.6192688,0.77299935,0.87287164,0.6660358,0.77213657,0.80268264,0.57377344,0.6633855,0.89234567,0.70864546,0.699031,0.8489157,0.8369391,0.8020119,0.8105939
pvz,0.8948176,0.6274413,0.73169994,0.84740514,0.79445946,0.89363724,0.92764384,0.95469767,0.71962154,0.8398498,0.7090958,0.85800093,0.9338624,0.9345159,0.77437717,0.7447815,0.91666937,0.825808,0.67974585,0.8939135
pwm,0.6793209,0.70424855,0.77098596,0.74707556,0.83644354,0.7988668,0.8094296,0.6482562,0.7411186,0.79764855,0.7792947,0.7533884,0.7979629,0.71019256,0.7340957,0.7600899,0.7773465,0.74743015,0.7812186,0.8127041
pyf,0.79439056,0.66453284,0.8265693,0.6570862,0.64711607,0.8064404,0.6336532,0.61658865,0.5778303,0.7423743,0.69052833,0.69497615,0.7533697,0.80771565,0.6624383,0.8238475,0.72600025,0.7330729,0.79223406,0.666644
pyr,0.56290334,0.58057976,0.57609284,0.55020934,0.69155777,0.6849063,0.75101894,0.7148393,0.7045139,0.7122186,0.64572734,0.79950744,0.56491184,0.8173635,0.6144123,0.7591673,0.61850196,0.72958237,0.7146351,0.732193
pyu,0.4118899,0.83929145,0.9315188,0.9743786,0.83764046,0.9375247,0.7254535,0.75312907,0.5305062,0.85166377,0.7177139,0.7263309,0.75601184,0.2830247,0.4508574,0.74461186,0.7251755,0.95231175,0.85162544,0.9164084
pyy,0.78171533,0.47837138,0.6153334,0.59970737,0.67747253,0.67466456,0.61588836,0.6188292,0.63654697,0.6454128,0.59480447,0.81736565,0.7573087,0.6498431,0.5655127,0.5340203,0.5242477,0.47211355,0.54645395,0.4815793
pzi,0.623854,0.6561371,0.5382858,0.6271454,0.7050977,0.69303346,0.610896,0.63803834,0.6195257,0.6652226,0.66799206,0.8182982,0.56068414,0.7386185,0.7271888,0.6234265,0.6463534,0.6139074,0.5629298,0.6168145
pzt,0.88854456,0.9131309,0.9105884,0.8752606,0.66261923,0.7562768,0.92601573,0.87258077,0.7282561,0.89457345,0.67069423,0.59793425,0.68536633,0.7258987,0.9093549,0.59338576,0.8830972,0.87164414,0.919553,0.8042711
qab,0.5876105,0.64324546,0.67425823,0.6155162,0.600499,0.5699948,0.96465856,0.5880278,0.6387456,0.6488349,0.67235243,0.6601585,0.5915579,0.59938765,0.54038084,0.60320354,0.66944504,0.6422796,0.4885705,0.58096325
qaf,0.71830136,0.6354065,0.5133351,0.5478852,0.7542911,0.79341346,0.8671697,0.8096553,0.78962356,0.59784627,0.8387857,0.63919204,0.80623627,0.8247173,0.84172535,0.83095616,0.7920861,0.8069855,0.87433976,0.8092294
qag,0.69168514,0.6031974,0.7932478,0.6613302,0.8842438,0.8576218,0.60855156,0.6893691,0.66383016,0.808249,0.8797495,0.79966813,0.86104107,0.7780042,0.8588194,0.75884706,0.84761703,0.86015224,0.8723218,0.8056091
qcc,0.91817224,0.7344063,0.89911634,0.60666,0.86957335,0.6886438,0.90109015,0.8223939,0.8847003,0.8666157,0.41564143,0.4724496,0.7729317,0.87553865,0.706949,0.88956153,0.8604214,0.91319567,0.81498545,0.8281098
qcl,0.87141526,0.8161186,0.7891357,0.66357815,0.51009995,0.8949554,0.7717967,0.8773026,0.8805815,0.5144986,0.64224565,0.86019063,0.7613574,0.65274155,0.83430374,0.72618496,0.6868891,0.8052194,0.85530066,0.76817924
qco,0.69728065,0.6337024,0.5747376,0.8996731,0.60498154,0.5463194,0.5708683,0.9029556,0.60150117,0.58789456,0.6301781,0.5524513,0.6646214,0.64305735,0.7256648,0.82748055,0.65995544,0.74804264,0.6490735,0.78154504
qcq,0.78159845,0.69200927,0.8457142,0.6811276,0.7768991,0.7856786,0.7597833,0.8127652,0.7811578,0.7937144,0.7864219,0.8547608,0.8254086,0.8553463,0.7612575,0.5401698,0.7989405,0.7802465,0.768961,0.5892246
qda,0.83976823,0.6282595,0.69280416,0.73942685,0.807372,0.8089696,0.80405205,0.792709,0.7978353,0.764446,0.70161617,0.6517933,0.67718536,0.70287067,0.7818474,0.7099005,0.7554655,0.76793766,0.7255748,0.7416402
qdg,0.6863185,0.61935616,0.7196971,0.7962549,0.68297446,0.74843585,0.7354678,0.81936437,0.77440166,0.7476465,0.8043352,0.8116002,0.77087075,0.8107967,0.7844568,0.721151,0.73360395,0.7263003,0.7702749,0.76572484
qdl,0.9171002,0.6542925,0.82653147,0.8414822,0.5963722,0.93608916,0.8896468,0.86878604,0.9052651,0.6864526,0.93145645,0.814882,0.80362487,0.9350156,0.7195126,0.735332,0.4697234,0.8609286,0.79717684,0.9493014
qdo,0.8416304,0.81861275,0.45830846,0.8096133,0.73513895,0.8376597,0.55567795,0.7960317,0.6384286,0.83837354,0.8900638,0.6436239,0.6676948,0.8496245,0.8320123,0.6356542,0.8918696,0.6796866,0.7995728,0.79109716
qdp,0.85180974,0.8504701,0.5780902,0.9062383,0.88250554,0.7785063,0.94633234,0.6556871,0.8679472,0.9238153,0.9102415,0.44810998,0.93603325,0.8986774,0.7315099,0.92754734,0.8996938,0.904232,0.8308512,0.7493391
qdt,0.90518284,0.91233146,0.9194133,0.96079963,0.94525754,0.9494884,0.85136163,0.4339628,0.89305425,0.93791914,0.9333048,0.94597614,0.8400103,0.91165346,0.77590215,0.9295957,0.9435687,0.4878306,0.7113863,0.57145137
qdu,0.7351582,0.51739883,0.691409,0.9536878,0.9177594,0.81293833,0.86235136,0.81291765,0.4808069,0.8974734,0.5718954,0.7925073,0.9513649,0.73128474,0.45400342,0.91922337,0.76545787,0.9262391,0.8911143,0.8754313
qdw,0.7766025,0.71592385,0.70230687,0.85967094,0.91833955,0.83242273,0.8842771,0.8959842,0.7128258,0.7984487,0.89282495,0.68281406,0.6284114,0.868673,0.81162727,0.8591825,0.7571726,0.792967,0.9028609,0.7675305
qei,0.8462213,0.7218846,0.77926993,0.8814932,0.71687096,0.7153217,0.73504215,0.76561964,0.7814785,0.76879597,0.72163343,0.6149189,0.8384795,0.76044184,0.76361626,0.88757837,0.6872514,0.8790474,0.8115607,0.8376311
qel,0.81814915,0.6825028,0.8161083,0.79370886,0.7727531,0.75704414,0.8079648,0.8551036,0.82869625,0.8469142,0.60923827,0.78128725,0.8383418,0.8314736,0.86991906,0.76137865,0.84846103,0.5974169,0.8178517,0.81091595
qer,0.7671181,0.8346517,0.7648586,0.7760695,0.6962862,0.8464476,0.85582346,0.7886033,0.86361146,0.79522544,0.8772057,0.826234,0.86585313,0.81052643,0.7120929,0.8425383,0.7917859,0.83687294,0.82753706,0.7000186
qfn,0.678503,0.89992076,0.6960482,0.63985556,0.70613873,0.733199,0.707235,0.67568517,0.6756739,0.69847274,0.68707275,0.72921383,0.76372087,0.727764,0.88675785,0.70997953,0.7095845,0.73360384,0.6834187,0.6679873
qfp,0.7200973,0.74028236,0.5775882,0.68608266,0.57044935,0.81519544,0.55649805,0.76137125,0.8226745,0.75034153,0.8009274,0.5657339,0.8180796,0.67060184,0.77294433,0.5536476,0.74131525,0.7477157,0.5978848,0.7650292
qfw,0.7769383,0.8622166,0.82580626,0.73081785,0.7796274,0.827916,0.5942987,0.8605478,0.69116944,0.7739406,0.84609604,0.88367987,0.6826089,0.6863533,0.82054424,0.8704416,0.7311211,0.8010777,0.8542733,0.7090183
qgw,0.855482,0.86986434,0.7904471,0.8149754,0.8561944,0.7074866,0.732399,0.81246567,0.7283039,0.8206974,0.83113045,0.6794933,0.7875746,0.819152,0.763844,0.4725934,0.71401775,0.90566874,0.7858825,0.7143439
qhb,0.58036274,0.5341271,0.8270879,0.84003234,0.7982786,0.7883501,0.5288414,0.78941876,0.80517906,0.7996177,0.8165634,0.7480192,0.8169825,0.8036443,0.8185978,0.80852586,0.63836277,0.78587204,0.81177396,0.767959
qho,0.550244,0.6034604,0.41527304,0.45094144,0.44392467,0.47582617,0.56401104,0.49342692,0.6826839,0.92966175,0.7253575,0.7559949,0.606535,0.579291,0.6964731,0.5506125,0.49088356,0.57618326,0.712014,0.49707457
qhp,0.9072021,0.799752,0.8836081,0.9734587,0.56281924,0.80021244,0.92557865,0.91520125,0.77993965,0.70178515,0.8551845,0.961801,0.85105085,0.9045898,0.79230446,0.82929397,0.6911212,0.92750305,0.7716587,0.8272855
qhq,0.58074987,0.6086113,0.6782542,0.7213322,0.6796147,0.7490965,0.6648392,0.47988954,0.7962241,0.6792755,0.7533364,0.7016373,0.4881124,0.5253793,0.5781584,0.80398023,0.50696504,0.5224187,0.6086849,0.6223777
qhw,0.83936083,0.72142935,0.76335627,0.84632856,0.78970426,0.7066791,0.82847,0.78295326,0.8131835,0.7027336,0.81889033,0.6607287,0.5022099,0.69769496,0.80520743,0.78789526,0.8136356,0.825787,0.8013586,0.78573835
